thread_id,summary
3351,"Final drafts of various documents related to the Enron/McGarret C transaction have been attached to the email. The documents include the Put Option Agreement, Amended and Restated LLC Agreement, and Sale and Auction Agreement. The email also mentions a document that was inadvertently left off a previous distribution. The sender requests any questions or comments to be directed to Muriel McFarling. Another email in the thread provides additional documents related to the transaction and requests any questions or comments to be directed to Muriel McFarling as well."
3352,"The email thread discusses whether a weather-specific Trade Option rep should be included in confirmations when trading under a master. Sara Shackleton clarifies that the rep is only necessary when the weather deal is structured as an option. Tana Jones questions if this is already being done, and Brent Hendry suggests including the rep in the confirm when the master does not have the weather modification. Tanya Rohauer forwards the confirm and asks if the weather rep should be included. Diane Anderson confirms that the rep is not needed for swaps but should be included for options."
3353,"Cathy Tudon is seeking approval for Duke Energy's guaranty language, which they have refused to modify. She asks Harry and Sara to review the attached guaranty and provide feedback. Andrew Walls from Duke Energy sends a template for the guaranty and requests comments. Cathy is eager for approval as they have started doing business with Duke Energy."
3354,"John Griffith's order for an EN 800 PIII/15GB/128MB/40X/W2K with 128MB F/EN 800MHZ installed in desktop has been assigned to Brent Spiller. Vince J Kaminski's order for an EN 6600 128MB installed in desktop and an EN 6600 DESKTOP P3-600 10GB 64MB 32X NT 4.0 with an EN 6600 128MB installed in desktop has been assigned to Felix Buitron. Another order for Vince J Kaminski, consisting of an EN 6600 DESKTOP P3-600 10GB 64MB 32X NT 4.0, an EN 6600 128MB installed in desktop, and a 21"" V1100 MONITOR, has been assigned to Ron Cooper. Sara Shackleton's order for a 15IN TFT 5010 OPAL has been assigned to Randy Buck"
3355,"Bill is requesting clarification on several deals in the PMA. He wants to understand why a change in counterparty resulted in a loss of revenue and if they are being charged for each counterparty again. He also mentions a deal that needs to be trued up for a change in price. Fran responds, explaining that the loss in revenue was due to the volume being zeroed out for one of the deals. Bill follows up, suggesting they should have received a credit for no longer buying from the other side of the deal. There is also a separate email thread regarding a different deal that needs to be looked into."
3356,The email thread discusses the concept of GP (general partner) in NB (unknown context). Rod asks for clarification on the meaning of GP and which email they were responding to. Rod then states that they have some level of control over the GP.
3357,"There is a disagreement between Zimin and Paulo regarding the documentation for a model. Zimin believes that whoever finalizes the model should write the documentation, while Paulo argues that changes are anticipated and it doesn't make sense to write documentation at this point. Zimin also questions why there is no documentation for another project that Paulo worked on. Tai Woo is caught in the middle and asks Paulo for clarification on a new input parameter. Vince acknowledges the clash and suggests discussing it further."
3358,"Thu is trying to make up the gas for ENA deals on multiple meters but doesn't have enough gas at meter 1373. She asks for an extension on deal 343421 to keep the ENA deal whole, but Aimee doesn't have the authority to do so. Daren suggests that a buyback is not necessary for ENA as there were no days with flow under 18,000 in February. Any shortages should be allocated to the HPL ticket. Thu apologizes for the confusion and clarifies the deal number."
3359,"Sheila suggests that Peter start drafting an override letter for the form turbine contract. Kay agrees and reminds everyone that the override letter is needed to accompany the contract. Kay also clarifies that the terms in the override letter only apply when the equipment is in the financing structure. Lisa asks if the letter is necessary due to accounting rules, and expresses concern about the circularity of the letter. David provides a letter format that should be used for companies that have not transacted online yet and for whom the GTC should supersede an existing master agreement."
3360,"Stephanie Panus sends an email to Mr. Schiff, attaching the proposed form of Enron Corp. Guaranty to guarantee the obligations of Enron North America Corp. and Enron Capital & Trade Resources International Corp. Sara Shackleton asks Stephanie to follow up with FIMAT in New York to ensure receipt of the original guaranty. Lauri Goodwyn requests a corporate resolution indicating the signatory on the guaranty has full authorization. Adrienne Kalbacher sends comments on the guaranty to Stephanie and asks for an update on the review of the ISDA/CSA between their companies."
3361,"John D. Martin sends an update about the upcoming Texas Finance Festival III. He informs the recipients that hotel reservations need to be made before March 20 to secure a room in the reserved block. He also requests everyone's completed registration form for counting purposes. John mentions that many have already sent in their forms, but some may not have. He encourages everyone to come prepared for a relaxing and productive weekend. Vince forwards the email to Karen, Mike, and Shirley, suggesting they contact John directly if they are interested in attending. Shirley asks if she is registered, to which Vince responds by forwarding her question to John."
3362,"Mansoor from TW-Planning wants to schedule a meeting to discuss the current CAS operations and ways to improve efficiency. He suggests two possible schedules: Tuesday, Jan 29 from 9-10:30 am or Wednesday, Jan 30 from 1:30-3 pm. Kim responds, asking who else from their shop should attend, and Mansoor suggests keeping it small for now. Kim then confirms the meeting and asks if all of Marketing should attend or if it should be limited to just Michelle and herself."
3363,Adrianne recommends Brent D. for an interview for a program. She provides his contact information and mentions that he currently works in the London office as an Analyst and wants to move to the Houston office. Phillip agrees with Adrianne's recommendation but asks her to resend Brent's resume as he cannot download it. Adrianne acknowledges Phillip's request and says she will try sending it again.
3364,"Kevin Hyatt, Co-chair of the 2001 Enron Kids program, is requesting that a thank-you letter from Gordon Elementary School be posted on the 1400smith and enronx websites. He wants to acknowledge the efforts of ex-Enron employees who participated in the school adoption program and sacrificed their own Christmas to support the students at Gordon Elementary. Kevin believes it is important for these individuals to know that their contributions were appreciated by the students, faculty, and the committee. He has already sent the request to the website masters."
3365,"CES received an invoice for $5.4 million but claimed they wouldn't pay because they believed they had already covered that amount with previous invoices. Upon investigation, it was discovered that there was an overcharge of approximately $600,000 in a demand invoice for June. A meeting is scheduled with CES to resolve the issue. Another invoice for $7.5 million was sent and CES agreed to pay. Scott Neal requested an update on the status of the invoices and payments. Molly Sumrow will follow up and provide an update."
3366,"Nasim Khan, currently stationed in Bolivia, plans to visit Houston in May and wants to meet with Stanley Horton. Nasim is exploring opportunities for a new assignment in the Houston office and hopes to discuss this with Stanley during their meeting. Stanley asks Nasim about the subject matter of the visit. Nasim suggests meeting in the early afternoon on May 11th and asks for Stanley's availability."
3367,"Kay is seeking agreement on restoring the stabilizer in the Salmon contract. Lee redlined the contract, removing the stabilizer because Bill Williams advised that LV would need them, but Delta/Salmon would not. Kay believes that both need stabilizers. Bill confirms that LV needs the Power System Stabilizer (PSS), but is unsure about Delta's requirement. Stephen confirms that the stabilizer belongs in the contract and has been included in the price to Delta. Kay wants to ensure that Bill is aware of this."
3368,The email thread discusses the need to redact certain information in the turbine contract before sending it to potential purchasers. There is uncertainty about whether GE's consent is required for disclosing the contract. Kay suggests having a casual conversation with GE to clarify. Dale agrees and suggests directly asking for GE's consent. Carlos asks if anyone has approached GE for consent and suggests coordinating with Jake on sending the document. The thread ends with a request to forward revised documents without any references to Panda.
3369,"David requested a copy of an assignment related to PPL Corporation. Tana forwarded the assignment to Stacy, who needed credit approval before signing off. David also asked for the assignment to be checked. Susan informed David that she gave the document to Tana for Eonline trading and physical deals, which would be passed on to Debra. Tana called the company and obtained a copy of the name change document mentioned in the assignment. David thanked everyone involved."
3370,"The email thread consists of forwarded messages containing pictures of women flashing the crowd at a baseball game. The initial email includes pictures labeled flash3.JPG, flash1.JPG, flash2.JPG, and barry_group.JPG. The subsequent emails continue to forward the pictures and comment on them. The thread includes various recipients and their reactions to the pictures."
3371,"There is confusion about the correct dates for two deals (555403 and 555404) with Natsource. Kerri initially states that the broker has them listed as Q3-02, but Mike believes 555404 should be Jul-02. Kerri later confirms that Mike is correct and that the date should be July 02, not July 01 as initially stated. The email thread also includes unrelated information about other broker errors and missing deals."
3372,Rebecca Cantrell sends an email with a revised gas issues paper for discussion during a conference call. The paper includes information on interstate pipeline tariffs and ENA legal issues. Leslie Lawner forwards the working draft of the paper and mentions that Becky is working on the interstate pipeline tariffs and Jeff Hidge will be sending information on ENA legal issues. Leslie plans to add more information and create a common template for LDC discussions. Jeff Dasovich expresses his relief that at least one adult is involved in the discussion.
3373,"Dot has requested comments on her performance from Drew. John provides updates on his conversations with Nick, Fran, and Sam. Fran expresses concerns about morning liquidations, unresolved issues, and the approval process. John assures Fran that he will address these issues with Bill. Sam is concerned about team spirit and wants to learn from Fran. John suggests Sam take on testing duties. Mary informs Jeff that the first drafts of reviews are ready for review. Bob informs everyone that Heather will be scheduling review discussions and asks them to bring ideas for improving processes or generating income. Finally, someone mentions a technical issue with approving reviewers from outside the office."
3374,"Mirant expressed interest in buying assets from EGM, and the call was relayed to George. Debra Perlingiere requested a call regarding ""M."" Geof mentioned being on hold with Mirant due to uncertainties with Dynegy. Debra shared a draft with Mirant but hadn't sent it yet. Mary assigned Mirant to Carol. Ed suggested calling Mirant before completing a trade due to a letter stating no further transactions would be made under the agreement. Nicole Russell was provided as a contact."
3375,"The email thread discusses pricing for calling cards and 1-800 numbers, as well as a request to shut down calling card access for severed employees. The cost structure for calling cards includes a surcharge per call and different rates for Enron and non-Enron sites. The prices for calling cards and 1-800 numbers need to be updated for a presentation. There is also a separate email about pricing for embedded generation curves and wholesale prices. Another email involves booking a deal and requesting ticket numbers."
3376,"Sara Shackleton forwards an email to Kimberly Scardino, stating that she received a new draft of a contract and equity forward restructuring. Christine Lee sent the revised document, which includes changes requested by David Kelly. The email outlines the changes made to the contract and explains that they will restructure the floating rate forward to a fixed rate forward. It also provides details on the base price, interest calculation, dividend adjustment, and maturity of the forward. Christine mentions that she will be on vacation and provides contact information for Mike Collins."
3377,A special session for the IEP Board and their contract lobbyist is scheduled for December 13th from 1-3 pm at the Sterling Hotel in Sacramento. The board members are encouraged to make their lobbyists available during this time. Alan Comnes confirms his attendance and suggests doing the meeting by phone. Jeff Dasovich plans to call Hedy to see if she can attend. Alan also asks if there are any actions needed with the Sacramento lobbyists.
3378,Kim is looking for a volunteer to market TW to a new power plant in order to secure supplies. TK informs Kim that supplies have not been lined up yet as they are waiting for permits. Steven suggests contacting the power plant to find out about their gas supply plans. Lorna shares information about Regent Energy's contract with Millennium Energy Ventures to develop a 500 MW plant in New Mexico. The agreement includes acquiring gas fields in the area to power the plant. Kim asks TK if he knows who will be supplying the gas for the plant.
3379,"Kelly Johnson confirmed a Special Board Meeting at noon today. Paula plans to poll the Board for availability for a special meeting to discuss Project Southwood. David Delainey asks Rick Buy which deals need to go through the board, listing Tex Mex, Ahlstrom, CRRA/Fuel Cell Energy, sale of Pastoria and LV Cogen, sale of ECP, and sale of HPL."
3380,"The email thread discusses a rush approval request for opening a counterparty for financial trading. John Arnold wants Salomon Smith Barney AAA Energy Fund to be opened as soon as possible. However, there are concerns about legal and credit issues that need to be resolved before proceeding. Lisa Lees requests confirmation of the counterparty's previous approval for online trading and whether financials are needed for ENA or all worldwide financial product trading categories. Karen Lambert asks for confirmation of the counterparty's previous approval and the financials required."
3381,"PSEG wants to negotiate and sign a binding Letter of Intent (LOI) for the Kendall project site in Illinois before finalizing the Definitive SPA. The LOI would include an upfront payment of $300,000, non-refundable unless a ""fatal flaw"" is discovered. The LOI would also establish a deadline for executing the SPA, with the remaining $2.7 million due upon closing. PSEG is concerned about another buyer closing the deal before they do. The AES Calvert agreement is suggested as a model for structuring the LOI. RAC's involvement is also mentioned."
3382,"Jeff is asking Joseph about the round-trip fare for a flight from San Francisco to Denver. Joseph responds with the current one-way fare of $345 and provides multiple non-stop flight options for both the outbound and return flights. Jeff thanks Joseph and asks about the round-trip fare for a flight from San Francisco to Boston. Joseph replies that the round-trip fares are currently around $600, but the price will depend on how far in advance the ticket is booked."
3383,"This email thread consists of parking receipts for the months of January, February, April, June, and October. The receipts are issued by Enron Property and Services, Parking and Transportation Desk to individuals including Carol St. Clair and Daniel J. Hyvl. Each receipt shows a payment of $89.00 for parking, with a company subsidy of $50.00. The purpose of these receipts is for benefit purposes."
3384,"On May 30th, Enron Investments PLC will receive GBP 17,400,000 into their prime brokerage account at Morgan Stanley. They need to immediately wire the sterling back out to CSFB and set up signatories for fund transfers. Sara Shackleton asks for assistance in getting the paperwork signed. Sheila Glover confirms that there should be no problem setting up the new company and holding UK shares in the account. Susan is told that the Enron company is called ""Enron Investments PLC"" and Lance Schuler set it up. CS First Boston needs to set up an account for the entity to deliver shares to the Morgan Stanley account. They require a beneficiary ownership letter, registration name on shares, and information about the entity's listing and regulation."
3385,"The email thread covers various topics and activities related to environmental compliance and partnerships. It mentions a meeting with the Vice President of Development for the Rocky Mountain Elk Foundation to discuss a potential partnership with Enron. There is also discussion of submitting reports and fees to comply with state regulations, attending training sessions, and participating in meetings and conferences. Additionally, there are mentions of compliance orders, inspections, and discussions about issues such as PCB management and noise criteria."
3386,"The email thread begins with a birthday greeting and plans for a concert. The next email discusses a family tragedy involving AIDS and a car accident. The sender expresses concern for the recipient's father who is battling cancer. Church services and choir performance are mentioned, along with a recent wedding. The sender asks about the recipient's recent purchases."
3387,"Kevin Howard is seeking assistance in preparing a presentation for potential equity investor ArcLight regarding the TransPecos and Sun Devil transactions. He is looking for a commercial overview, strategic rationale, and summary economics. Kevin asks if anyone has already prepared something or if someone can quickly put it together. Kimberly Watson offers a fact sheet and slides from a previous presentation, asking if Kevin wants those or a 2-3 page narrative. Kevin requests the fact sheet for now and hopes to send the information to ArcLight within the next 24 hours."
3388,"The Liquids desk at Enron had a VaR violation on November 6, exceeding its limit by 3 percent. The violation was caused by a decrease in heating and gasoil positions, which widened the crack spreads due to a net short position in crude oil. The volatility of crude oil also increased. There is confusion about the role of J Block hedges in reducing VaR. Jeffrey Shankman questions the reduction of VaR despite adding to underlying positions, while Christian LeBroc explains that J Block does contribute to VaR but was not a factor in the violation."
3389,"Enron has negotiated collateral provisions with a Bermuda hedge fund, and they seek advice on how to perfect their interest in any cash posted to them. They are considering using certified cheques or bank drafts as collateral, which can be perfected by possession under Canadian law. However, there are concerns about converting the drafts into cash and the potential for the payor to stop payment. Enron suggests seeking advice from outside counsel to assess the viability and risks associated with using these instruments as collateral. The cost of registering the charge document in Bermuda is $446."
3390,"The email thread discusses the preparations needed for moving into NETCO, despite not having a deal yet. The main areas of focus include re-start/integration plans, budgeting, seating plans, and due diligence. The team is asked to review their pipe coverage and provide a breakdown. The contracts required for NETCO on the pipelines are being consolidated and reviewed. The Texas Desk will primarily utilize hub and cartwheel agreements and net outs for trading. The team is optimistic about securing a buyer and hopes they are interested in the NETCO structure."
3391,"Enron North America Corp. (ENA) has successfully completed a credit substitution transaction with PG&E Trading to cover over $200 million in margin exposure. The transaction involved efforts from ENA Legal, the Transport Desk, the West Desk, and Credit. They are now requesting to be informed immediately if there is any news of a PG&E Energy Trading bankruptcy. Stephanie Miller from the Transport Desk confirms the acquisition of PG&E capacity through EPNG's capacity release process. Lisa Mellencamp from ENA Legal requests confirmation that all gas is now in ET gas and discusses the need for protective UCC filing."
3392,"The email thread consists of various attachments of weekly FERC electric reports, public meeting schedules, and notices. There is also mention of upcoming conferences and workshops related to wholesale market remedies and the establishment of RTOs. The emails provide updates on the reports and schedules, as well as changes to workshop dates."
3393,"Dan informs Ellen that he does not have the necessary information for the Enovate contract, but suggests proceeding without it and obtaining the missing details later. Ellen requests the missing information from Dan. Dan confirms that he has made the requested changes to the contract documents and asks Ellen to review them. Gregg asks Dan if he has heard back from Reliant on the Enovate documents. Dan thanks Gregg for handling the matter."
3394,David Forster is requesting clarification on whether the redlines in the ETA document reflect changes from the North American ETA. Mark Taylor asks if there is a marked copy of the document to show the changes from the North American ETA. David Minns provides the original changes made to the ENA ETA and mentions that outside counsel suggested changes are in Annexure B. David Forster asks Mark Taylor for clarification on the changes in the ETA document.
3395,"Jim requested a headcount reconciliation, which shows 12 open positions. Vince provided a spreadsheet with employee affiliations and cost allocations. Rick requested a list of Enron North America and EES wholesale employees with contact information. Diane shared a headcount projection for 2002, stating she is slightly above her plan for 2001. Vince apologized for the delay in providing the information."
3396,"Ken Lay and Jeff Skilling have been invited to a meeting with Governor Davis and other CEOs in Sacramento on May 2. There is also a suggestion that Lay attend a meeting with generators on May 3, while Skilling attends a meeting in LA on May 2. The team is coordinating Lay's schedule and briefing materials for his upcoming tour. There is discussion about reaching out to other governors and CEOs for potential meetings."
3397,"Enron and Dynegy are required to make filings at FERC to notify them of their proposed acquisition and to treat each other as if they are already merged. This means that Enron cannot enter into transactions with Illinois Power without FERC approval, and Dynegy cannot enter into transactions with Portland General without prior FERC approval. Non-power goods and services provided by Illinois Power to Enron must be priced at the higher of cost or market, and any non-power goods or services provided by Enron to IP must not exceed market price. EES also has the same prohibition and may need to stop power sales and purchases with Illinois Power."
3398,"A survey was sent out asking if employees still believed they needed remote access through VPN from home to Enron networks, now that they had access to various applications through the ClickAtHome Portal and the internet. One person, Stacey White, responded that they still needed VPN access because they traveled to Portland regularly and accessed the network from hotels. Another person simply responded with ""no."""
3399,"The email thread discusses the need to separate financial trades into different books. Kam mentions that they are working on creating a new book for in-the-money financial trades. Shona clarifies that each book should be split into three categories: terminated by the counterparty, ongoing transactions, and transactions that will not be fulfilled. Bob suggests splitting the trades between in-the-money and out-of-the-money and asks for ideas on how to achieve this. Jeffrey asks for clarification on what is considered performing on the financial side."
3400,Chris requested Carlos to run a report showing all the deals in his books as of the close of business on Friday. He mentioned that he won't be doing any trading over the next couple of days. Carlos agreed to send the report and assured Chris that he will make sure his book is clean and ready by the time he arrives. Chris also mentioned some trades he made and pointed out an error in his October Sumas position. Carlos acknowledged the requests and assured Chris that he will take care of them.
3401,Lizzette asks if it's ethical for Michelle to charge her for mentoring services. Michelle responds with a playful comment about it being worth something. Lizzette then asks how she can obtain the forms or checklists for reviewing labor and employment issues in proposed transactions. Michelle replies with a short response indicating that she does have them.
3402,There is a discussion about whether to continue the normal process of placing tuition assistance reimbursement on the next semi paycheck or to pay the reimbursements on an off-cycle check. This decision is being made due to recent developments with Enron. The HR Service Connection has put all educational assistance requests on hold until further instructions are received. Employees are advised to contact their Human Resources Representative for any questions.
3403,"Matt is joking about staying for a few weeks but plans to visit Robbie and Becky in Phoenix for 3-4 days. He asks the sender to find out when they can go and coordinate the trip. The sender asks about the sender's term as president of the board of realtors and mentions that Aunt Martha was sick but is improving. The sender also asks about the sender's weekend plans and finds a picture funny, expressing relief for not being included."
3404,David received a request from Debra to confirm when she should expect an amended agreement for her signature. Debra informed David that she has fully executed an amendment for Idacorp/Kinder Morgan but will not return it to the customer until they receive the customer's original signed document. She also mentioned that she has received Tiger Natural Gas's amendment. Mike and Zachary were sent execution versions of the amendments by Lisa for their clients to sign.
3405,"Stephanie informs Kate that she has received copies of deals 432854.01 and 420529.01, which were executed by Grant County but not signed by Enron. She still needs copies of deals 420554.01 and 420563.01. Kate asks if Stephanie has received any of the missing confirm letters, as she had informed Holli about four missing letters. Holli responds that Grant County said they sent the signed confirms to Houston."
3406,"Bridgeline's balances have been confirmed by Doug Wilkinson, the Controller. ENA's accounting records have been reconciled to within 21 Dth of these balances. Ruth Concannon requests changes to the settlement letter to address the reconciled volumes. Rita Wynne confirms the volumes due to ENA according to Bridgeline's records. There is a discrepancy of 19 mmbtus on one contract that needs to be corrected. Ruth asks Rita to reconcile the balances with Bridgeline. Vicki Sharp forwards a revised letter for review."
3407,"Sally, the Vice President of Energy Operations at Enron, is creating a global risk management operations function. She will work closely with all Enron geographic regions and wholesale companies to enhance communication, ensure best practices, allocate resources, provide training, coordinate operational systems, create an internal control audit plan, and establish procedures for opening new risk management offices. Sally will also oversee the Houston-based risk management team. Rick Phillips from EOGIL expresses excitement about working with Sally. Sherri and Zahid also acknowledge Sally's promptness in responding to messages."
3408,Kaye needs to revise a report and will email changes for the ag section. Sara Shackleton forwards an email from Joya Williams reminding everyone to provide their responses for the monthly report by a certain date for Alan's review. Joya Davis also sends a similar reminder email with attached reports for review. Both Joyas emphasize the importance of cooperation and meeting deadlines.
3409,"There is a discussion about tonight's game. The game is at 6, and someone asks who will be attending. One person mentions that they are out and another person is out of town. Additionally, it is mentioned that Barry was not present at the previous game."
3410,"Joe Parks informs Chance Rabon that he had to call about 15 people to gain access to something. Chance replies sarcastically, saying that it took three weeks to put in one deal. Troy Denetsosie asks Chance to provide information about a TAGG/Sitara number for TW (ECS) deals. Chance finally provides the Sitara numbers for the TW/Sid Richardson deal."
3411,"The email thread discusses the Enron Master Netting Agreement between Dynegy and Enron. Ernie Kohnke provides his comments and suggested revisions for the agreement, focusing on the arbitration clause and the inclusion of counterparty agreements. He suggests listing all Enron and Dynegy entities in the agreement and attaching an exhibit specifying the underlying master agreements. Peter Pavluk requests that the legal teams from both companies work together on the agreement. William Bradford emphasizes the importance of expediting the process."
3412,Matt is thanked for a conversation and asked for book recommendations. John sends a list of books for NETCO/UBS. Kevin requests cleaning up the database of delivery locations and regions in Enpower. Susan informs Phillip that bankruptcy books have been set up in RisktRAC and ERMS. GP mentions Sally will review the closing of books. Robin asks for books to be set up the same in GRMS as in ERMS.
3413,"The email thread involves a confirmation of a gas purchase and sale transaction between Greene Energy LLC and Enron North America Corp. The confirmation includes details such as the transaction number, designated quantity, delivery points, period of delivery, and contract price. The confirmation is subject to the Enfolio Gas Purchase Agreement. Both parties are obligated to keep the terms of the transaction confidential, except in certain circumstances. The email also mentions the counterparty, NUI Energy Brokers. A revised confirm is attached to the email."
3414,"Ken Lay has announced his resignation as Enron's Chairman of the Board and CEO, effective immediately. Lay cites the need for a CEO who can focus on rebuilding the company and states that his attention is currently divided due to multiple inquiries and investigations. The Creditor Committee is searching for an interim CEO with restructuring expertise to lead Enron's ongoing operations. Lay expresses his belief in Enron's survival and will remain on the Board to support its recovery. He also reflects on the accomplishments and dedication of Enron's employees."
3415,"Tracy informs Sara that the Southern California Water Company believes they need approval from the CA PUC for derivatives trading. Sara asks Sam to send an execution package to the company and mentions Chris Foster as the Enron contact in Portland. Sara then forwards an email to Chris, discussing an alternative to SP-15 and a vague definition of a ""Fallback Reference Price."" Tracy later sends Sara a credit worksheet for a draft Master ISDA Agreement between ENA and the Southern California Water Company, as requested by Chris Foster."
3416,"Kim asks Karla if she has received the confirms yet. Karla responds that she did receive them and thanks Kim. Kim then asks Karla to remind her of the exact changes so she can update them. Karla provides the specific changes, and Kim apologizes for overlooking the issue. Karla asks if Kim needs anything from her to redo the confirms."
3417,"The email thread discusses the agenda for the weekly Western Wholesale Activities - Gas & Power conference call. The call is scheduled for every Thursday at 7:30 am Pacific time. The proposed agenda includes updates on various FERC issues and proceedings, such as CAISO tariff filing, WSCC-wide price mitigation, and refund proceedings. The team members are encouraged to add any additional agenda items. The table of ongoing FERC issues and proceedings is available on the O drive for team members to revise and update as necessary."
3418,"Joe is concerned about establishing credit with more counterparties due to the high amount of red on ICE. Mary responds, saying she will coordinate with Travis on credit trades and offers additional help if needed. Paul mentions a change in Bryan's attitude towards a Chinese wall for his trans-atlantic credit trading group and seeks advice on constructing one. He also mentions that the launch of credit trading online is still set for tomorrow and asks for thoughts on the matter."
3419,"Powerex is the new counterparty for a deal. Kate is trying to get in touch with Larry Joe Hunter for the counterparty matchups but hasn't received a call back. The deal is a placeholder for a futures position that rolled off, and they are waiting for counterparty match-ups. Credit is considering credit terms for the deal, and if executed today, they will need to do a Deemed ISDA and send out a draft ISDA for negotiation. Davis Thames is involved in an Interest Rate Swap with EMP Echo LLC, and the deal has been approved by credit. They are waiting for confirmation on the form of the transaction."
3420,"Dad is unable to make it to the birthday celebration on Thursday, so Mom suggests having dinner at their place on Friday instead. Mom offers to bake a birthday cake and play games. Eric asks why Dad can't make it. In a separate email thread, Nancy mentions buying a game called Wise and Otherwise for her birthday and asks for it to be wrapped. Susan asks Mike for gift suggestions for Heather's birthday."
3421,"The email thread consists of multiple emails regarding the Weekly Regulatory Report. The first email provides a link to access the report and mentions attached documents related to the Business Plan and RTO directives. The second email announces a website location change for the report and provides a new URL. The third email requests the report to be printed without attachments. The fourth email attaches the Weekly Regulatory Report for the week ending February 4. The fifth email attaches the report for the week ending January 21, along with the Commission agenda and two orders."
3422,John is asking his colleagues if there are any forms for him to pick up. He later asks about the Sitara-TAGG links and assigns them to his colleagues. Phillip mentions that he signed some direct meters forms without looking at them. John asks if the forms are better this month and offers to correct any issues.
3423,"The email thread discusses the supply realities and potential shortages in California during the summer. The CEC's forecasted supply is deemed to significantly underestimate the expected outages, which could be around 3,000 MW. Uncertainties surround the projected supply from rerating/restarting existing projects, as local communities may oppose restarting shut down units. Additionally, there are limitations on peaking units due to air quality regulations. The distributed generation capacity to make up the shortfall is unknown, but the CEC is working to get peaking units online."
3424,"Sara Shackleton sends her comments on the Hedge Fund Template to Kaye and requests that they be added to the clean document. Carol St. Clair forwards the template to Sara Shackleton, Frank Sayre, Paul Radous, and Brent Hendry, asking for any comments. Carol St. Clair then sends the template again to Sara Shackleton, Frank Sayre, Paul Radous, and Brent Hendry, without any additional comments."
3425,"Mary Kay clarifies that the firm contracts filed with FERC total 106,700 MMcf/d, not 120,000. Bill sends a revised version of the extension letter, addressing Keith's question but not including additional language suggested by Keith regarding the timing of the removal of existing compressor units. Greg approves of the revised letter."
3426,"The Enron Elves Team expresses gratitude for the generosity of donations and gifts for the adopted families. They remind participants to label gifts with the recipient's name and description, and to drop the half of the gift tag into the box. All gifts should be wrapped and under the tree by December 18th. The team also mentions a drawing for Blazer tickets for those who participate. Monetary donations are requested by Friday for gift purchases. A pizza/wrapping party is scheduled for December 19th. Michael Wong thanks everyone for their support and mentions that receipts will be provided within a month."
3427,"The email thread consists of multiple conversations. The first email is a casual update about the sender's recent activities, including celebrating St. Patrick's Day and spending time with their sister. The second email is from Paul, who shares that he got married and provides his contact information. The third email is a response from Dana, who apologizes for accidentally erasing Paul's previous message and asks for his current home number. The fourth email is a brief response from someone named Ben, acknowledging that he will attend to the invoices immediately. The final email is from Jeff, who shares that he has been busy and updates on his family situation."
3428,"There is an increase in credit derivatives originating from Jeff Kinneman's bond/debt traders in Houston, but they are booked under ECT Investments, Inc. or ENA. It is unclear if these are backed by EnronCredit.com Limited. There is a proposed total return bond trade with DLJ International Capital that requires collateral, but there is no master agreement with this party. Other credit deals are being done with Deutsche Bank and UBS AG. The Tokheim debt is being transferred to DLJ, and Enron owes Deutsche Bank for the unwind of the loan swap. Sara asks Rod about credit derivatives activity compared to EnronCredit.com and if agreements with other trading counterparties are needed. Paul requests confirmation templates for credit derivatives in the UK. Mark mentions the need to talk about the credit derivatives confirmation process."
3429,"There is confusion regarding the payment of a Peoples Energy invoice. Chris Germany received the invoice and forwarded it to Richard Tomaski, who believes Enovate should pay it. Rita Wynne is unsure which group should handle it and requests the invoice for backup support. Kim Olinger suggests forwarding the information to Rita Wynne for expedited payment. Lynn Pikofsky questions why Enovate is paying the invoice when it includes past due charges from Enron North America. Chris Germany asks if the ENA account can be cancelled and if not paying the invoice will impact EMW LLC or Enovate."
3430,"The email thread discusses the transfer of information to Netco and the need to delete prior trade data from the ""to be Netco"" employees' drives, email, and home directory. Angela Davis explains that specific trade information cannot be transferred due to confidentiality provisions and regulatory requirements. The recommendation is to cleanse the software and databases of trade data before transferring them. Louise Kitchen questions the necessity of deleting the information, while Angela Davis suggests that deleting it is advisable unless another solution is found."
3431,"Steve is reaching out to Vince to discuss valuation and the different approaches used in the UK and the US. He wants to break through the barriers and work globally on these systems. Vince acknowledges the issue and mentions the absence of formal rules for sign-off on valuation techniques, which leads to turf wars and a desire for control. They plan to meet for coffee to discuss further."
3432,Dave needs help finding Lori Schroeder's cell phone number so he can set up an appointment with her before Saturday. He also mentions that Greg W. wants them to use new phone numbers for the Help Desk. Dave plans to proceed with preparing documents with the new Help Desk number unless he hears otherwise from Cyndi. He apologizes for emailing her frequently and asks if she wants him to cut down on communication. Twanda asks Cyndi for her work telephone number.
3433,Errol McLaughlin acknowledges receiving the package and asks for assistance. He later states that he has not received the package and provides his address. Errol then mentions having trouble reaching the fax number provided and requests the correct number or the option to respond via email. He also provides his contact numbers.
3434,"Carol will be receiving a paragraph to be inserted in the amending agreement to fix the product definitions in the confirmation letters. Wendy is unsure if Carol will handle adding the product definitions, but Carol confirms that she will. Rhonda informs Wendy that certain deal confirmations are missing product definitions and suggests including them in the amendment. Wendy apologizes for the confusion and clarifies that all physical power positions with EPMI should be assigned to Morgan, not ENA. Wendy also asks Rhonda or Christian to revise the amendment."
